Epoch 1: Train Loss = 0.6113, Val Loss = 0.5557
Epoch 2: Train Loss = 0.4538, Val Loss = 0.4594
Epoch 3: Train Loss = 0.4030, Val Loss = 0.4126
Epoch 4: Train Loss = 0.3848, Val Loss = 0.4297
Epoch 5: Train Loss = 0.3666, Val Loss = 0.3896
Epoch 6: Train Loss = 0.3584, Val Loss = 0.4090
Epoch 7: Train Loss = 0.3492, Val Loss = 0.3754
Epoch 8: Train Loss = 0.3450, Val Loss = 0.3895
Epoch 9: Train Loss = 0.3413, Val Loss = 0.3686
Epoch 10: Train Loss = 0.3351, Val Loss = 0.3485
Epoch 11: Train Loss = 0.3299, Val Loss = 0.3610
Epoch 12: Train Loss = 0.3294, Val Loss = 0.3539
Epoch 13: Train Loss = 0.3271, Val Loss = 0.3534
Epoch 14: Train Loss = 0.3220, Val Loss = 0.3673
Epoch 15: Train Loss = 0.3196, Val Loss = 0.3557
Epoch 1: Train Loss = 0.0088, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0091, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0095, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0100, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 3: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 4: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0091, Val Loss = 0.0000
Epoch 1: Train Loss = 0.9781, Val Loss = 1.1967
Epoch 1: Train Loss = 1.0081, Val Loss = 1.2381
Epoch 2: Train Loss = 0.8090, Val Loss = 1.1249
Epoch 3: Train Loss = 0.7231, Val Loss = 1.0236
Epoch 4: Train Loss = 0.6724, Val Loss = 0.9926
Epoch 5: Train Loss = 0.6427, Val Loss = 0.9306
Epoch 6: Train Loss = 0.6214, Val Loss = 1.0045
Epoch 7: Train Loss = 0.5965, Val Loss = 0.9126
Epoch 8: Train Loss = 0.5757, Val Loss = 0.9664
Epoch 9: Train Loss = 0.5596, Val Loss = 0.8817
Epoch 10: Train Loss = 0.5432, Val Loss = 0.8728
Epoch 11: Train Loss = 0.6969, Accuracy = 0.7616, Val Loss = 0.7574.
Epoch 12: Train Loss = 0.6875, Accuracy = 0.7662, Val Loss = 0.7571.
Epoch 13: Train Loss = 0.6849, Accuracy = 0.7639, Val Loss = 0.8002.
Epoch 14: Train Loss = 0.6733, Accuracy = 0.7658, Val Loss = 0.7289.
Epoch 15: Train Loss = 0.6703, Accuracy = 0.7684, Val Loss = 0.7622.
Epoch 16: Train Loss = 0.6671, Accuracy = 0.7672, Val Loss = 0.7274.
Epoch 17: Train Loss = 0.6568, Accuracy = 0.7707, Val Loss = 0.7250.
Epoch 18: Train Loss = 0.6579, Accuracy = 0.7708, Val Loss = 0.7066.
Epoch 19: Train Loss = 0.6517, Accuracy = 0.7737, Val Loss = 0.7289.
Epoch 20: Train Loss = 0.6503, Accuracy = 0.7737, Val Loss = 0.7318.
Epoch 1: Train Loss = 1.0430, Accuracy = 0.8168, Val Loss = 1.0259.
Epoch 2: Train Loss = 0.9308, Accuracy = 0.8169, Val Loss = 0.9838.
Epoch 3: Train Loss = 0.8237, Accuracy = 0.8189, Val Loss = 0.8289.
Epoch 4: Train Loss = 0.7038, Accuracy = 0.7716, Val Loss = 0.6643.
Epoch 5: Train Loss = 0.4786, Accuracy = 0.8419, Val Loss = 0.4635.
Epoch 6: Train Loss = 0.3684, Accuracy = 0.8637, Val Loss = 0.3312.
Epoch 7: Train Loss = 0.3147, Accuracy = 0.8790, Val Loss = 0.3433.
Epoch 8: Train Loss = 0.3029, Accuracy = 0.8909, Val Loss = 0.3733.
Epoch 9: Train Loss = 0.2807, Accuracy = 0.8955, Val Loss = 0.2927.
Epoch 10: Train Loss = 0.2794, Accuracy = 0.9001, Val Loss = 0.2981.
Epoch 1: Train Loss = 0.7248, Accuracy = 0.8251, Val Loss = 0.7133.
Epoch 2: Train Loss = 0.6558, Accuracy = 0.8237, Val Loss = 0.7046.
Epoch 3: Train Loss = 0.6490, Accuracy = 0.8225, Val Loss = 0.7067.
Epoch 4: Train Loss = 0.6175, Accuracy = 0.8326, Val Loss = 0.5859.
Epoch 5: Train Loss = 0.5161, Accuracy = 0.8571, Val Loss = 0.5597.
Epoch 6: Train Loss = 0.4708, Accuracy = 0.8672, Val Loss = 0.4330.
Epoch 7: Train Loss = 0.4119, Accuracy = 0.8544, Val Loss = 0.4325.
Epoch 8: Train Loss = 0.3464, Accuracy = 0.8758, Val Loss = 0.3909.
Epoch 9: Train Loss = 0.3188, Accuracy = 0.8961, Val Loss = 0.3311.
Epoch 10: Train Loss = 0.2829, Accuracy = 0.9071, Val Loss = 0.3165.
Epoch 11: Train Loss = 0.2611, Accuracy = 0.9098, Val Loss = 0.2970.
Epoch 12: Train Loss = 0.2462, Accuracy = 0.9165, Val Loss = 0.2477.
Epoch 13: Train Loss = 0.2337, Accuracy = 0.9187, Val Loss = 0.2412.
Epoch 14: Train Loss = 0.2316, Accuracy = 0.9216, Val Loss = 0.2556.
Epoch 15: Train Loss = 0.2331, Accuracy = 0.9202, Val Loss = 0.2560.
Epoch 16: Train Loss = 0.2238, Accuracy = 0.9229, Val Loss = 0.2522.
Epoch 17: Train Loss = 0.2185, Accuracy = 0.9237, Val Loss = 0.2296.
Epoch 18: Train Loss = 0.2235, Accuracy = 0.9206, Val Loss = 0.2565.
Epoch 19: Train Loss = 0.2299, Accuracy = 0.9226, Val Loss = 0.2459.
Epoch 20: Train Loss = 0.2190, Accuracy = 0.9275, Val Loss = 0.2352.
Epoch 1: Train Loss = 0.6720, Accuracy = 0.8292, Val Loss = 0.6415.
Epoch 2: Train Loss = 0.5244, Accuracy = 0.8453, Val Loss = 0.5257.
Epoch 3: Train Loss = 0.4397, Accuracy = 0.8675, Val Loss = 0.3689.
Epoch 4: Train Loss = 0.3383, Accuracy = 0.8919, Val Loss = 0.3572.
Epoch 5: Train Loss = 0.3045, Accuracy = 0.9002, Val Loss = 0.2804.
Epoch 6: Train Loss = 0.2663, Accuracy = 0.9091, Val Loss = 0.2897.
Epoch 7: Train Loss = 0.2436, Accuracy = 0.9157, Val Loss = 0.2379.
Epoch 8: Train Loss = 0.2275, Accuracy = 0.9169, Val Loss = 0.2277.
